Nom,Cognoms,País d'origen,Ciutat,Dia,Mes,Año,Gènere,Salari mensual,Fills,No Fills,Grup Professional,nombre_completo,Nacida_en_España,Hijos,fecha_nacimiento,edad_actual,Increment
Jordi,Ferrer,Espanya,Sevilla,12,7,2003,Home,1462.46,,1.0,Grup B,Jordi Ferrer,True,No,2003-07-12,22,0.035
Jordi,Romero García,Espanya,Sevilla,6,8,2000,Home,2041.02,1.0,,Grup B,Jordi Romero García,True,Sí,2000-08-06,25,0.035
Laia,Sánchez,Espanya,Sevilla,3,3,1982,Dona,1914.75,1.0,,Grup B,Laia Sánchez,True,Sí,1982-03-03,44,0.035
Oriol,Martínez,Espanya,Sevilla,26,7,1957,Home,2361.87,,1.0,Grup B,Oriol Martínez,True,No,1957-07-26,68,0.035
Clara,García,Espanya,Sevilla,16,10,1951,Dona,1479.02,1.0,,Grup B,Clara García,True,Sí,1951-10-16,74,0.035
Clara,Ferrer Martínez,Espanya,Sevilla,24,5,1951,Dona,1828.84,,1.0,Grup B,Clara Ferrer Martínez,True,No,1951-05-24,75,0.035
Marc,Sánchez Castells,Espanya,Sevilla,21,3,1980,Home,1323.76,,1.0,Grup B,Marc Sánchez Castells,True,No,1980-03-21,46,0.035
Núria,Ferrer Romero,Espanya,Sevilla,16,3,1989,Dona,1300.99,,1.0,Grup B,Núria Ferrer Romero,True,No,1989-03-16,37,0.035
Carla,Castells Castells,Espanya,Sevilla,22,6,1979,Dona,1909.58,,1.0,Grup B,Carla Castells Castells,True,No,1979-06-22,46,0.035
Marta,Romero,Espanya,Sevilla,26,10,2002,Dona,1336.18,1.0,,Grup B,Marta Romero,True,Sí,2002-10-26,23,0.035
Marc,López Sánchez,Espanya,Sevilla,11,4,1968,Home,1361.02,,1.0,Grup B,Marc López Sánchez,True,No,1968-04-11,58,0.035
Laia,Romero,Espanya,Sevilla,18,5,1960,Dona,1401.39,,1.0,Grup B,Laia Romero,True,No,1960-05-18,66,0.035
Jordi,Ferrer,Espanya,Sevilla,5,3,1993,Home,1710.86,1.0,,Grup B,Jordi Ferrer,True,Sí,1993-03-05,33,0.035
Laia,Castells Ferrer,Espanya,Sevilla,23,6,1986,Dona,1219.23,1.0,,Grup B,Laia Castells Ferrer,True,Sí,1986-06-23,39,0.035
Arnau,Martínez Martínez,Espanya,Sevilla,6,12,1960,Home,1851.62,,1.0,Grup B,Arnau Martínez Martínez,True,No,1960-12-06,65,0.035
Marc,Romero,Espanya,Sevilla,2,11,1975,Home,1623.92,,1.0,Grup B,Marc Romero,True,No,1975-11-02,50,0.035
Núria,Martínez Castells,Espanya,Sevilla,8,12,1962,Dona,1345.5,,1.0,Grup B,Núria Martínez Castells,True,No,1962-12-08,63,0.035
Núria,Castells Ferrer,Espanya,Sevilla,13,10,2005,Dona,2130.03,,1.0,Grup B,Núria Castells Ferrer,True,No,2005-10-13,20,0.035
Marta,López López,Espanya,Sevilla,24,2,1986,Dona,1337.22,,1.0,Grup B,Marta López López,True,No,1986-02-24,40,0.035
Pau,López Martínez,Espanya,Sevilla,17,12,1958,Home,1458.32,,1.0,Grup B,Pau López Martínez,True,No,1958-12-17,67,0.035
Núria,López,Espanya,Sevilla,14,4,1969,Dona,1848.51,,1.0,Grup B,Núria López,True,No,1969-04-14,57,0.035
Oriol,Sánchez,Espanya,Sevilla,1,4,1969,Home,1472.8,,1.0,Grup B,Oriol Sánchez,True,No,1969-04-01,57,0.035
Marta,Romero Romero,Espanya,Sevilla,24,9,1991,Dona,1687.05,,1.0,Grup B,Marta Romero Romero,True,No,1991-09-24,34,0.035
Pau,García López,Espanya,Sevilla,22,8,1996,Home,1395.18,1.0,,Grup B,Pau García López,True,Sí,1996-08-22,29,0.035
Laia,Romero,Espanya,Sevilla,16,11,1962,Dona,1253.38,1.0,,Grup B,Laia Romero,True,Sí,1962-11-16,63,0.035
Joan,García,Espanya,Sevilla,23,3,2003,,1651.86,1.0,,Grup B,Joan García,True,Sí,2003-03-23,23,0.035
Marta,Ferrer Ferrer,Espanya,Sevilla,1,6,1951,Dona,1258.56,,1.0,Grup B,Marta Ferrer Ferrer,True,No,1951-06-01,75,0.035
Clara,Sánchez López,Espanya,València,27,7,1955,Dona,2083.46,1.0,,Grup B,Clara Sánchez López,True,Sí,1955-07-27,70,0.035
Anna,Castells Romero,Espanya,València,25,8,1978,Dona,1730.52,,1.0,Grup B,Anna Castells Romero,True,No,1978-08-25,47,0.035
Marta,Romero,Espanya,València,25,11,2002,Dona,1302.03,,1.0,Grup B,Marta Romero,True,No,2002-11-25,23,0.035
Arnau,García,Espanya,València,2,1,1954,Home,2200.41,,1.0,Grup B,Arnau García,True,No,1954-01-02,72,0.035
Toni,Castells,Espanya,València,1,4,1963,Home,1825.74,1.0,,Grup B,Toni Castells,True,Sí,1963-04-01,63,0.035
Anna,Castells Martínez,Espanya,València,3,4,1991,Dona,1463.49,,1.0,Grup B,Anna Castells Martínez,True,No,1991-04-03,35,0.035
Oriol,López,Espanya,València,27,6,2002,Home,1353.78,,1.0,Grup B,Oriol López,True,No,2002-06-27,23,0.035
Jordi,Ferrer,Espanya,València,21,6,1967,Home,1376.55,1.0,,Grup B,Jordi Ferrer,True,Sí,1967-06-21,58,0.035
Anna,Ferrer,Espanya,València,6,10,1984,Dona,1584.58,1.0,,Grup B,Anna Ferrer,True,Sí,1984-10-06,41,0.035
Eva,Romero Ferrer,Espanya,València,7,12,1965,Dona,1926.14,,1.0,Grup B,Eva Romero Ferrer,True,No,1965-12-07,60,0.035
Toni,Romero,Espanya,València,19,1,1974,Home,1501.78,,1.0,Grup B,Toni Romero,True,No,1974-01-19,52,0.035
Arnau,Romero Romero,Espanya,València,8,10,1968,Home,1874.38,,1.0,Grup B,Arnau Romero Romero,True,No,1968-10-08,57,0.035
Anna,Sánchez,Espanya,València,25,2,1981,Dona,1242.0,,1.0,Grup B,Anna Sánchez,True,No,1981-02-25,45,0.035
Joan,Sánchez,Espanya,València,9,8,1997,Home,2383.6,1.0,,Grup B,Joan Sánchez,True,Sí,1997-08-09,28,0.035
Núria,Castells,Espanya,València,25,12,1992,Dona,2093.8,1.0,,Grup B,Núria Castells,True,Sí,1992-12-25,33,0.035
Marta,Romero García,Espanya,València,3,4,1972,Altres,1397.25,1.0,,Grup B,Marta Romero García,True,Sí,1972-04-03,54,0.035
Marta,Ferrer Sánchez,Espanya,València,18,3,1952,Dona,1344.46,1.0,,Grup B,Marta Ferrer Sánchez,True,Sí,1952-03-18,74,0.035
Arnau,García,Espanya,València,11,2,1953,Home,1952.01,,1.0,Grup B,Arnau García,True,No,1953-02-11,73,0.035
Núria,Romero Martínez,Espanya,València,16,3,2004,Dona,1426.23,1.0,,Grup B,Núria Romero Martínez,True,Sí,2004-03-16,22,0.035
Marc,Ferrer García,Espanya,València,21,4,1996,Home,1674.63,,1.0,Grup B,Marc Ferrer García,True,No,1996-04-21,30,0.035
Toni,Castells Romero,Espanya,València,26,8,1988,Home,1337.22,1.0,,Grup B,Toni Castells Romero,True,Sí,1988-08-26,37,0.035
Toni,Castells,Espanya,València,4,9,1964,Home,1342.4,,1.0,Grup B,Toni Castells,True,No,1964-09-04,61,0.035
Arnau,Ferrer Romero,Espanya,València,13,7,1958,Home,1848.51,1.0,,Grup B,Arnau Ferrer Romero,True,Sí,1958-07-13,67,0.035
Carla,Martínez,Espanya,València,17,4,1999,Dona,1325.84,,1.0,Grup B,Carla Martínez,True,No,1999-04-17,27,0.035
Marta,García,Espanya,València,14,5,1976,Dona,1637.37,,1.0,Grup B,Marta García,True,No,1976-05-14,50,0.035
Eva,Ferrer Ferrer,Espanya,València,24,12,1979,Dona,1642.54,,1.0,Grup B,Eva Ferrer Ferrer,True,No,1979-12-24,46,0.035
Carla,Sánchez,Espanya,València,17,8,1975,Dona,1560.78,1.0,,Grup B,Carla Sánchez,True,Sí,1975-08-17,50,0.035
Eva,López Sánchez,Espanya,València,25,4,1987,Dona,2159.01,,1.0,Grup B,Eva López Sánchez,True,No,1987-04-25,39,0.035
Jordi,García Castells,Espanya,València,4,7,1970,Home,1912.68,1.0,,Grup B,Jordi García Castells,True,Sí,1970-07-04,55,0.035
Núria,Martínez,Espanya,València,26,9,1958,Dona,1978.92,,1.0,Grup B,Núria Martínez,True,No,1958-09-26,67,0.035
Toni,Sánchez Sánchez,Espanya,València,20,1,1989,Home,2373.26,,1.0,Grup B,Toni Sánchez Sánchez,True,No,1989-01-20,37,0.035
Joan,López,Espanya,València,15,10,1982,Home,2370.15,,1.0,Grup B,Joan López,True,No,1982-10-15,43,0.035
Laia,López López,Espanya,València,8,5,1962,Dona,1281.33,1.0,,Grup B,Laia López López,True,Sí,1962-05-08,64,0.035
Clara,Martínez Romero,Espanya,València,1,10,1975,Dona,2047.23,1.0,,Grup B,Clara Martínez Romero,True,Sí,1975-10-01,50,0.035
Jordi,Martínez Ferrer,Espanya,València,17,6,1950,Home,2360.84,1.0,,Grup B,Jordi Martínez Ferrer,True,Sí,1950-06-17,75,0.035
Laia,Sánchez Sánchez,Espanya,València,25,9,1995,,1403.46,,1.0,Grup B,Laia Sánchez Sánchez,True,No,1995-09-25,30,0.035
Arnau,García Ferrer,Espanya,València,20,1,1951,Home,2116.57,,1.0,Grup B,Arnau García Ferrer,True,No,1951-01-20,75,0.035
Pau,Ferrer Ferrer,Espanya,València,9,11,1991,Home,1444.86,1.0,,Grup B,Pau Ferrer Ferrer,True,Sí,1991-11-09,34,0.035
Eva,Sánchez,Espanya,València,18,2,1971,Dona,2160.04,,1.0,Grup B,Eva Sánchez,True,No,1971-02-18,55,0.035
Oriol,Martínez,Espanya,València,21,12,1986,Home,1826.78,,1.0,Grup B,Oriol Martínez,True,No,1986-12-21,39,0.035
Joan,Romero García,Espanya,València,4,3,1956,Home,2293.56,,1.0,Grup B,Joan Romero García,True,No,1956-03-04,70,0.035
Joan,López,Espanya,València,28,3,1995,Home,2227.32,,1.0,Grup B,Joan López,True,No,1995-03-28,31,0.035
Anna,García,Espanya,València,22,11,1976,Dona,1605.28,1.0,,Grup B,Anna García,True,Sí,1976-11-22,49,0.035
Anna,López López,Espanya,València,7,7,1988,Dona,1375.52,1.0,,Grup B,Anna López López,True,Sí,1988-07-07,37,0.035
Carla,Ferrer Martínez,Espanya,València,3,5,1992,Dona,1773.99,,1.0,Grup B,Carla Ferrer Martínez,True,No,1992-05-03,34,0.035
Camille,Moreau Moreau,França,Lió,16,7,1993,Dona,2030.67,,1.0,Grup B,Camille Moreau Moreau,False,No,1993-07-16,32,0.035
Chloé,Moreau,França,Lió,21,2,1989,Dona,1491.44,,1.0,Grup B,Chloé Moreau,False,No,1989-02-21,37,0.035
Michel,Moreau,França,Lió,12,12,1992,Home,2072.07,1.0,,Grup B,Michel Moreau,False,Sí,1992-12-12,33,0.035
Chloé,Lefevre,França,Marsella,10,9,1973,Dona,1967.54,1.0,,Grup B,Chloé Lefevre,False,Sí,1973-09-10,52,0.035
Chloé,Girard,França,Marsella,17,4,1977,Dona,2054.48,1.0,,Grup B,Chloé Girard,False,Sí,1977-04-17,49,0.035
Sophie,Moreau Lefevre,França,Marsella,11,1,1995,Dona,1802.97,1.0,,Grup B,Sophie Moreau Lefevre,False,Sí,1995-01-11,31,0.035
Antoine,Lefevre,França,Marsella,1,10,1953,Home,1806.08,,1.0,Grup B,Antoine Lefevre,False,No,1953-10-01,72,0.035
Jean,Dubois Moreau,França,Marsella,7,12,1967,Home,2008.94,,1.0,Grup B,Jean Dubois Moreau,False,No,1967-12-07,58,0.035
Antoine,Lefevre Girard,França,Marsella,22,12,1981,Home,1676.7,1.0,,Grup B,Antoine Lefevre Girard,False,Sí,1981-12-22,44,0.035
Michel,Moreau,França,Marsella,27,6,1978,Home,2157.98,1.0,,Grup B,Michel Moreau,False,Sí,1978-06-27,47,0.035
Jean,Girard Moreau,França,París,26,9,1991,,1628.06,1.0,,Grup B,Jean Girard Moreau,False,Sí,1991-09-26,34,0.035
Camille,Girard Lefevre,França,París,26,1,2001,Dona,1574.24,1.0,,Grup B,Camille Girard Lefevre,False,Sí,2001-01-26,25,0.035
Giulia,Conti,Itàlia,Roma,8,7,1998,Dona,2036.88,1.0,,Grup B,Giulia Conti,False,Sí,1998-07-08,27,0.035
Marco,Conti Rossi,Itàlia,Roma,4,1,1986,Home,1500.75,,1.0,Grup B,Marco Conti Rossi,False,No,1986-01-04,40,0.035
Chiara,Russo Conti,Itàlia,Roma,6,11,1985,Altres,1491.44,1.0,,Grup B,Chiara Russo Conti,False,Sí,1985-11-06,40,0.035
Alessia,Russo Russo,Itàlia,Roma,14,2,1983,Dona,1405.53,,1.0,Grup B,Alessia Russo Russo,False,No,1983-02-14,43,0.035
Marco,Russo,Itàlia,Torí,13,7,1982,Home,2270.79,,1.0,Grup B,Marco Russo,False,No,1982-07-13,43,0.035
Marco,Conti Russo,Itàlia,Torí,28,1,2005,Home,2072.07,,1.0,Grup B,Marco Conti Russo,False,No,2005-01-28,21,0.035
Francesca,Ferrari Ferrari,Itàlia,Torí,21,4,1990,,1362.06,,1.0,Grup B,Francesca Ferrari Ferrari,False,No,1990-04-21,36,0.035
Giovanni,Ferrari,Itàlia,Torí,8,2,1964,Home,1519.38,,1.0,Grup B,Giovanni Ferrari,False,No,1964-02-08,62,0.035
Giulia,Russo,Itàlia,Torí,14,6,2005,Dona,1447.96,1.0,,Grup B,Giulia Russo,False,Sí,2005-06-14,20,0.035
Fatima,Fassi,Marroc,Casablanca,18,3,1958,Dona,1194.39,,1.0,Grup B,Fatima Fassi,False,No,1958-03-18,68,0.035
Mohamed,El Amrani Zahraoui,Marroc,Casablanca,12,8,1984,Altres,1599.08,1.0,,Grup B,Mohamed El Amrani Zahraoui,False,Sí,1984-08-12,41,0.035
Ali,Bennani,Marroc,Casablanca,22,3,1980,Home,2235.6,1.0,,Grup B,Ali Bennani,False,Sí,1980-03-22,46,0.035
Salma,Zahraoui,Marroc,Casablanca,18,4,1999,Dona,1213.02,,1.0,Grup B,Salma Zahraoui,False,No,1999-04-18,27,0.035
Khadija,Bennani Bennani,Marroc,Rabat,20,1,1995,Dona,2012.04,,1.0,Grup B,Khadija Bennani Bennani,False,No,1995-01-20,31,0.035
Khadija,Fassi,Marroc,Rabat,10,5,1970,Dona,1471.77,,1.0,Grup B,Khadija Fassi,False,No,1970-05-10,56,0.035
Youssef,El Amrani Fassi,Marroc,Rabat,13,10,1981,Home,1847.48,,1.0,Grup B,Youssef El Amrani Fassi,False,No,1981-10-13,44,0.035
Ali,El Amrani El Amrani,Marroc,Rabat,4,5,1971,Home,2201.45,,1.0,Grup B,Ali El Amrani El Amrani,False,No,1971-05-04,55,0.035
Gabriela,González,Mèxic,Ciutat de Mèxic,17,6,1955,Dona,1668.42,1.0,,Grup B,Gabriela González,False,Sí,1955-06-17,70,0.035
José,González Ramírez,Mèxic,Ciutat de Mèxic,2,3,1955,Home,1735.7,,1.0,Grup B,José González Ramírez,False,No,1955-03-02,71,0.035
Luisa,González Cruz,Mèxic,Ciutat de Mèxic,20,11,1990,Dona,1243.04,1.0,,Grup B,Luisa González Cruz,False,Sí,1990-11-20,35,0.035
María,González Hernández,Mèxic,Ciutat de Mèxic,14,7,1965,Dona,1671.52,,1.0,Grup B,María González Hernández,False,No,1965-07-14,60,0.035
Gabriela,Ramírez,Mèxic,Ciutat de Mèxic,19,2,1990,Dona,1623.92,1.0,,Grup B,Gabriela Ramírez,False,Sí,1990-02-19,36,0.035
Gabriela,Ramírez González,Mèxic,Ciutat de Mèxic,26,3,1988,Dona,1262.7,,1.0,Grup B,Gabriela Ramírez González,False,No,1988-03-26,38,0.035
Miguel,González Cruz,Mèxic,Ciutat de Mèxic,7,8,1965,Home,2122.78,,1.0,Grup B,Miguel González Cruz,False,No,1965-08-07,60,0.035
Gabriela,González Cruz,Mèxic,Ciutat de Mèxic,20,2,1985,,1638.4,,1.0,Grup B,Gabriela González Cruz,False,No,1985-02-20,41,0.035
Andrés,González,Mèxic,Guadalajara,26,2,1992,Home,2358.76,1.0,,Grup B,Andrés González,False,Sí,1992-02-26,34,0.035
Camila,Ramírez González,Mèxic,Guadalajara,10,4,1965,Dona,1917.86,,1.0,Grup B,Camila Ramírez González,False,No,1965-04-10,61,0.035
Andrés,González,Mèxic,Guadalajara,13,10,1977,Home,1794.69,,1.0,Grup B,Andrés González,False,No,1977-10-13,48,0.035
Carlos,Ramírez,Mèxic,Guadalajara,21,3,1959,Home,1516.28,1.0,,Grup B,Carlos Ramírez,False,Sí,1959-03-21,67,0.035
Inês,Ferreira Silva,Portugal,Lisboa,25,2,1953,Dona,1184.04,,1.0,Grup B,Inês Ferreira Silva,False,No,1953-02-25,73,0.035
Beatriz,Oliveira Ferreira,Portugal,Lisboa,5,9,1985,Dona,1602.18,1.0,,Grup B,Beatriz Oliveira Ferreira,False,Sí,1985-09-05,40,0.035
Sofia,Oliveira,Portugal,Lisboa,2,4,1998,Dona,2076.21,,1.0,Grup B,Sofia Oliveira,False,No,1998-04-02,28,0.035
Sofia,Silva Oliveira,Portugal,Lisboa,13,8,1977,,1499.72,,1.0,Grup B,Sofia Silva Oliveira,False,No,1977-08-13,48,0.035
Rui,Oliveira Silva,Portugal,Lisboa,25,8,1992,Home,1727.42,,1.0,Grup B,Rui Oliveira Silva,False,No,1992-08-25,33,0.035
Rui,Silva Silva,Portugal,Lisboa,6,5,1958,Home,1311.34,,1.0,Grup B,Rui Silva Silva,False,No,1958-05-06,68,0.035
Sofia,Oliveira,Portugal,Porto,5,7,1952,Dona,1462.46,,1.0,Grup B,Sofia Oliveira,False,No,1952-07-05,73,0.035
Maria,Pereira Pereira,Portugal,Porto,19,6,1980,Dona,1730.52,,1.0,Grup B,Maria Pereira Pereira,False,No,1980-06-19,45,0.035
Beatriz,Ferreira,Portugal,Porto,11,5,1950,Altres,1629.09,1.0,,Grup B,Beatriz Ferreira,False,Sí,1950-05-11,76,0.035
Maria,Ferreira Ferreira,Portugal,Porto,4,3,1996,Dona,1962.36,1.0,,Grup B,Maria Ferreira Ferreira,False,Sí,1996-03-04,30,0.035
João,Silva,Portugal,Porto,23,10,1970,Home,2053.44,1.0,,Grup B,João Silva,False,Sí,1970-10-23,55,0.035
Emily,Jones,Regne Unit,Londres,15,11,1969,Dona,1318.59,,1.0,Grup B,Emily Jones,False,No,1969-11-15,56,0.035
George,Jones Taylor,Regne Unit,Londres,27,5,2000,,2173.5,,1.0,Grup B,George Jones Taylor,False,No,2000-05-27,26,0.035
William,Smith Smith,Regne Unit,Londres,1,12,1952,Home,1700.5,1.0,,Grup B,William Smith Smith,False,Sí,1952-12-01,73,0.035
Sophie,Taylor Smith,Regne Unit,Londres,26,12,2005,Dona,1721.2,,1.0,Grup B,Sophie Taylor Smith,False,No,2005-12-26,20,0.035
Isla,Jones,Regne Unit,Manchester,26,6,1985,Dona,1461.42,1.0,,Grup B,Isla Jones,False,Sí,1985-06-26,40,0.035
Sophie,Smith,Regne Unit,Manchester,8,1,1957,Dona,1297.89,1.0,,Grup B,Sophie Smith,False,Sí,1957-01-08,69,0.035
Emily,Taylor Jones,Regne Unit,Manchester,28,3,1958,Dona,2104.16,,1.0,Grup B,Emily Taylor Jones,False,No,1958-03-28,68,0.035
