Nom,Cognoms,País d'origen,Ciutat,Dia,Mes,Año,Gènere,Salari mensual,Fills,No Fills,Grup Professional,nombre_completo,Nacida_en_España,Hijos,fecha_nacimiento,edad_actual,Increment
Eva,Ferrer,Espanya,Madrid,27,1,1974,Dona,1051.05,,1.0,Grup A,Eva Ferrer,True,No,1974-01-27,52,0.05
Núria,Martínez,Espanya,Madrid,19,3,1986,Dona,1475.25,,1.0,Grup A,Núria Martínez,True,No,1986-03-19,40,0.05
Toni,Ferrer,Espanya,Madrid,19,8,1967,Home,1641.15,,1.0,Grup A,Toni Ferrer,True,No,1967-08-19,58,0.05
Oriol,Martínez,Espanya,Madrid,18,1,1994,Home,1580.25,,1.0,Grup A,Oriol Martínez,True,No,1994-01-18,32,0.05
Pau,Romero Castells,Espanya,Madrid,14,7,1996,Home,1629.6,1.0,,Grup A,Pau Romero Castells,True,Sí,1996-07-14,29,0.05
Oriol,García,Espanya,Madrid,8,3,1954,Altres,1640.1,,1.0,Grup A,Oriol García,True,No,1954-03-08,72,0.05
Pau,Sánchez,Espanya,Madrid,1,12,1982,Altres,896.7,,1.0,Grup A,Pau Sánchez,True,No,1982-12-01,43,0.05
Eva,Castells,Espanya,Madrid,20,11,1957,Dona,1445.85,,1.0,Grup A,Eva Castells,True,No,1957-11-20,68,0.05
Marc,Martínez Ferrer,Espanya,Madrid,14,7,1971,Altres,1258.95,,1.0,Grup A,Marc Martínez Ferrer,True,No,1971-07-14,54,0.05
Marta,Ferrer,Espanya,Madrid,6,10,1986,Dona,1344.0,,1.0,Grup A,Marta Ferrer,True,No,1986-10-06,39,0.05
Laia,Martínez,Espanya,Madrid,26,2,1979,Dona,1371.3,,1.0,Grup A,Laia Martínez,True,No,1979-02-26,47,0.05
Marc,Castells Sánchez,Espanya,Madrid,24,10,1974,Home,884.1,,1.0,Grup A,Marc Castells Sánchez,True,No,1974-10-24,51,0.05
Pau,López,Espanya,Madrid,24,5,1977,Home,889.35,,1.0,Grup A,Pau López,True,No,1977-05-24,49,0.05
Carla,García Martínez,Espanya,Madrid,19,4,1981,Dona,1565.55,1.0,,Grup A,Carla García Martínez,True,Sí,1981-04-19,45,0.05
Laia,Castells,Espanya,Madrid,11,4,1986,Dona,962.85,,1.0,Grup A,Laia Castells,True,No,1986-04-11,40,0.05
Marta,García Romero,Espanya,Madrid,27,10,1984,Dona,1001.7,,1.0,Grup A,Marta García Romero,True,No,1984-10-27,41,0.05
Anna,García,Espanya,Madrid,19,7,1972,,1069.95,,1.0,Grup A,Anna García,True,No,1972-07-19,53,0.05
Eva,García Sánchez,Espanya,Madrid,28,5,1968,Dona,995.4,,1.0,Grup A,Eva García Sánchez,True,No,1968-05-28,58,0.05
Jordi,Romero Ferrer,Espanya,Madrid,15,4,2002,Home,1353.45,,1.0,Grup A,Jordi Romero Ferrer,True,No,2002-04-15,24,0.05
Núria,Sánchez Martínez,Espanya,Madrid,4,1,1958,Dona,1522.5,,1.0,Grup A,Núria Sánchez Martínez,True,No,1958-01-04,68,0.05
Pau,Ferrer López,Espanya,Madrid,16,2,1966,,1242.15,1.0,,Grup A,Pau Ferrer López,True,Sí,1966-02-16,60,0.05
Marta,López,Espanya,Madrid,26,8,1988,Dona,1405.95,1.0,,Grup A,Marta López,True,Sí,1988-08-26,37,0.05
Eva,García,Espanya,Madrid,10,3,1971,,1289.4,1.0,,Grup A,Eva García,True,Sí,1971-03-10,55,0.05
Marc,López Martínez,Espanya,Madrid,18,11,2004,Home,1338.75,1.0,,Grup A,Marc López Martínez,True,Sí,2004-11-18,21,0.05
Toni,García García,Espanya,Madrid,9,6,1958,Home,1470.0,1.0,,Grup A,Toni García García,True,Sí,1958-06-09,67,0.05
Clara,Sánchez Ferrer,Espanya,Madrid,21,4,1963,Dona,1390.2,1.0,,Grup A,Clara Sánchez Ferrer,True,Sí,1963-04-21,63,0.05
Jordi,Sánchez Ferrer,Espanya,Madrid,2,4,1977,Home,1064.7,,1.0,Grup A,Jordi Sánchez Ferrer,True,No,1977-04-02,49,0.05
Carla,Martínez Sánchez,Espanya,Madrid,6,2,2004,Dona,723.45,1.0,,Grup A,Carla Martínez Sánchez,True,Sí,2004-02-06,22,0.05
Marc,García López,Espanya,Madrid,11,8,1963,Home,1075.2,,1.0,Grup A,Marc García López,True,No,1963-08-11,62,0.05
Anna,Ferrer,Espanya,Madrid,8,5,1966,Dona,805.35,,1.0,Grup A,Anna Ferrer,True,No,1966-05-08,60,0.05
Oriol,Ferrer,Espanya,Madrid,9,7,1985,Altres,762.3,,1.0,Grup A,Oriol Ferrer,True,No,1985-07-09,40,0.05
Clara,Castells,Espanya,Madrid,15,3,1981,Dona,1594.95,1.0,,Grup A,Clara Castells,True,Sí,1981-03-15,45,0.05
Toni,Castells Castells,Espanya,Madrid,20,3,1950,Home,1609.65,,1.0,Grup A,Toni Castells Castells,True,No,1950-03-20,76,0.05
Arnau,Sánchez Martínez,Espanya,Madrid,12,11,2003,Home,804.3,,1.0,Grup A,Arnau Sánchez Martínez,True,No,2003-11-12,22,0.05
Joan,Ferrer Castells,Espanya,Madrid,25,10,1967,Home,1311.45,1.0,,Grup A,Joan Ferrer Castells,True,Sí,1967-10-25,58,0.05
Marc,Ferrer Romero,Espanya,Madrid,9,10,1973,Home,1135.05,,1.0,Grup A,Marc Ferrer Romero,True,No,1973-10-09,52,0.05
Anna,Sánchez López,Espanya,Madrid,4,8,1997,Altres,1256.85,,1.0,Grup A,Anna Sánchez López,True,No,1997-08-04,28,0.05
Núria,Romero Romero,Espanya,Madrid,3,3,1962,Dona,938.7,,1.0,Grup A,Núria Romero Romero,True,No,1962-03-03,64,0.05
Laia,Castells,Espanya,Madrid,9,8,1977,Dona,1030.05,,1.0,Grup A,Laia Castells,True,No,1977-08-09,48,0.05
Pau,López,Espanya,Madrid,28,12,1971,Home,833.7,1.0,,Grup A,Pau López,True,Sí,1971-12-28,54,0.05
Toni,Martínez López,Espanya,Madrid,4,12,1983,Home,1687.35,1.0,,Grup A,Toni Martínez López,True,Sí,1983-12-04,42,0.05
Marc,García,Espanya,Madrid,14,7,1977,Home,1678.95,,1.0,Grup A,Marc García,True,No,1977-07-14,48,0.05
Núria,Martínez Sánchez,Espanya,Madrid,23,5,1967,Dona,959.7,1.0,,Grup A,Núria Martínez Sánchez,True,Sí,1967-05-23,59,0.05
Carla,Ferrer García,Espanya,Madrid,19,12,1960,Dona,1475.25,1.0,,Grup A,Carla Ferrer García,True,Sí,1960-12-19,65,0.05
Eva,Romero,Espanya,Madrid,21,1,1972,Dona,1073.1,1.0,,Grup A,Eva Romero,True,Sí,1972-01-21,54,0.05
Laia,Ferrer,Espanya,Madrid,18,8,1973,Dona,1137.15,1.0,,Grup A,Laia Ferrer,True,Sí,1973-08-18,52,0.05
Joan,Martínez Romero,Espanya,Madrid,19,6,1972,Home,1185.45,1.0,,Grup A,Joan Martínez Romero,True,Sí,1972-06-19,53,0.05
Eva,Martínez Martínez,Espanya,Madrid,16,9,2003,Dona,1355.55,,1.0,Grup A,Eva Martínez Martínez,True,No,2003-09-16,22,0.05
Joan,García Ferrer,Espanya,Madrid,1,6,1975,Home,840.0,1.0,,Grup A,Joan García Ferrer,True,Sí,1975-06-01,51,0.05
Marc,García,Espanya,Madrid,8,1,1972,Altres,1630.65,,1.0,Grup A,Marc García,True,No,1972-01-08,54,0.05
Anna,Romero,Espanya,Madrid,11,3,1990,Dona,1010.1,,1.0,Grup A,Anna Romero,True,No,1990-03-11,36,0.05
Arnau,Sánchez,Espanya,Madrid,28,10,1973,Home,1024.8,1.0,,Grup A,Arnau Sánchez,True,Sí,1973-10-28,52,0.05
Pau,Romero,Espanya,Madrid,20,2,1953,Home,1412.25,,1.0,Grup A,Pau Romero,True,No,1953-02-20,73,0.05
Pau,Romero Castells,Espanya,Madrid,8,8,1968,Home,1500.45,1.0,,Grup A,Pau Romero Castells,True,Sí,1968-08-08,57,0.05
Anna,López,Espanya,Madrid,2,1,1952,Dona,1115.1,1.0,,Grup A,Anna López,True,Sí,1952-01-02,74,0.05
Marc,Ferrer,Espanya,Madrid,27,4,1954,Home,1717.8,1.0,,Grup A,Marc Ferrer,True,Sí,1954-04-27,72,0.05
Laia,Castells Ferrer,Espanya,Madrid,7,5,1971,Dona,1591.8,1.0,,Grup A,Laia Castells Ferrer,True,Sí,1971-05-07,55,0.05
Laia,Martínez Romero,Espanya,Madrid,28,12,1957,Altres,764.4,1.0,,Grup A,Laia Martínez Romero,True,Sí,1957-12-28,68,0.05
Anna,García García,Espanya,Madrid,8,5,2003,Dona,889.35,1.0,,Grup A,Anna García García,True,Sí,2003-05-08,23,0.05
Núria,Romero,Espanya,Madrid,9,4,1974,Dona,717.15,1.0,,Grup A,Núria Romero,True,Sí,1974-04-09,52,0.05
Núria,Romero,Espanya,Madrid,9,3,1956,Dona,1485.75,,1.0,Grup A,Núria Romero,True,No,1956-03-09,70,0.05
Joan,Martínez Castells,Espanya,Madrid,4,10,1985,Home,1195.95,,1.0,Grup A,Joan Martínez Castells,True,No,1985-10-04,40,0.05
Anna,García,Espanya,Madrid,15,3,1960,Dona,1186.5,1.0,,Grup A,Anna García,True,Sí,1960-03-15,66,0.05
Carla,Sánchez Romero,Espanya,Madrid,22,1,2005,,936.6,,1.0,Grup A,Carla Sánchez Romero,True,No,2005-01-22,21,0.05
Eva,Castells,Espanya,Sevilla,3,5,1968,,1309.35,1.0,,Grup A,Eva Castells,True,Sí,1968-05-03,58,0.05
Carla,García,Espanya,Sevilla,17,5,1952,Dona,1011.15,1.0,,Grup A,Carla García,True,Sí,1952-05-17,74,0.05
Toni,Martínez,Espanya,Sevilla,24,7,1982,Home,1590.75,1.0,,Grup A,Toni Martínez,True,Sí,1982-07-24,43,0.05
Marta,López,Espanya,Sevilla,6,6,1954,Dona,1558.2,,1.0,Grup A,Marta López,True,No,1954-06-06,71,0.05
Anna,Martínez Martínez,Espanya,Sevilla,10,4,1985,Dona,1399.65,,1.0,Grup A,Anna Martínez Martínez,True,No,1985-04-10,41,0.05
Clara,García,Espanya,Sevilla,10,3,1955,Dona,849.45,,1.0,Grup A,Clara García,True,No,1955-03-10,71,0.05
Joan,Sánchez,Espanya,Sevilla,5,8,1988,Home,1125.6,1.0,,Grup A,Joan Sánchez,True,Sí,1988-08-05,37,0.05
Núria,Castells Sánchez,Espanya,Sevilla,26,3,1975,Dona,698.25,,1.0,Grup A,Núria Castells Sánchez,True,No,1975-03-26,51,0.05
Pau,Ferrer,Espanya,Sevilla,1,1,1999,Home,1614.9,,1.0,Grup A,Pau Ferrer,True,No,1999-01-01,27,0.05
Pau,Castells,Espanya,Sevilla,23,3,1978,Home,859.95,,1.0,Grup A,Pau Castells,True,No,1978-03-23,48,0.05
Marc,García Romero,Espanya,Sevilla,2,1,1982,Home,1182.3,,1.0,Grup A,Marc García Romero,True,No,1982-01-02,44,0.05
Laia,Castells,Espanya,Sevilla,6,10,1992,,1544.55,,1.0,Grup A,Laia Castells,True,No,1992-10-06,33,0.05
Eva,Ferrer,Espanya,Sevilla,24,1,1967,Dona,849.45,,1.0,Grup A,Eva Ferrer,True,No,1967-01-24,59,0.05
Jordi,Ferrer Martínez,Espanya,Sevilla,26,1,1970,Home,1537.2,1.0,,Grup A,Jordi Ferrer Martínez,True,Sí,1970-01-26,56,0.05
Núria,Sánchez,Espanya,Sevilla,2,11,1991,Dona,1078.35,,1.0,Grup A,Núria Sánchez,True,No,1991-11-02,34,0.05
Arnau,Ferrer Sánchez,Espanya,Sevilla,3,5,1994,Home,1132.95,,1.0,Grup A,Arnau Ferrer Sánchez,True,No,1994-05-03,32,0.05
Oriol,Martínez Martínez,Espanya,Sevilla,14,6,1991,,1178.1,1.0,,Grup A,Oriol Martínez Martínez,True,Sí,1991-06-14,34,0.05
Eva,Sánchez,Espanya,Sevilla,7,8,1992,Dona,1048.95,1.0,,Grup A,Eva Sánchez,True,Sí,1992-08-07,33,0.05
Carla,Ferrer López,Espanya,Sevilla,17,7,1982,Dona,856.8,,1.0,Grup A,Carla Ferrer López,True,No,1982-07-17,43,0.05
Toni,López Castells,Espanya,Sevilla,18,8,1977,Home,810.6,,1.0,Grup A,Toni López Castells,True,No,1977-08-18,48,0.05
Clara,Sánchez,Espanya,Sevilla,14,10,1970,Dona,984.9,1.0,,Grup A,Clara Sánchez,True,Sí,1970-10-14,55,0.05
Pau,Romero Romero,Espanya,Sevilla,12,4,1990,Home,987.0,,1.0,Grup A,Pau Romero Romero,True,No,1990-04-12,36,0.05
Jordi,Romero López,Espanya,Sevilla,13,3,1973,Home,1434.3,,1.0,Grup A,Jordi Romero López,True,No,1973-03-13,53,0.05
Carla,Romero Ferrer,Espanya,Sevilla,28,5,1991,Dona,766.5,,1.0,Grup A,Carla Romero Ferrer,True,No,1991-05-28,35,0.05
Marta,López,Espanya,Sevilla,25,8,1971,Dona,1108.8,1.0,,Grup A,Marta López,True,Sí,1971-08-25,54,0.05
Arnau,Ferrer García,Espanya,Sevilla,17,3,1989,Home,1445.85,,1.0,Grup A,Arnau Ferrer García,True,No,1989-03-17,37,0.05
Clara,García,Espanya,Sevilla,19,8,1998,Dona,784.35,,1.0,Grup A,Clara García,True,No,1998-08-19,27,0.05
Oriol,Martínez Martínez,Espanya,Sevilla,21,3,1951,Home,1539.3,,1.0,Grup A,Oriol Martínez Martínez,True,No,1951-03-21,75,0.05
Laia,Ferrer Martínez,Espanya,Sevilla,23,10,1962,Dona,1478.4,1.0,,Grup A,Laia Ferrer Martínez,True,Sí,1962-10-23,63,0.05
Carla,Sánchez López,Espanya,Sevilla,11,6,1989,Dona,1135.05,1.0,,Grup A,Carla Sánchez López,True,Sí,1989-06-11,36,0.05
Núria,López,Espanya,Sevilla,5,5,1977,Dona,1075.2,,1.0,Grup A,Núria López,True,No,1977-05-05,49,0.05
Pau,López García,Espanya,Sevilla,4,7,1992,Home,1751.4,,1.0,Grup A,Pau López García,True,No,1992-07-04,33,0.05
Toni,Sánchez Sánchez,Espanya,Sevilla,16,7,1950,Home,1358.7,,1.0,Grup A,Toni Sánchez Sánchez,True,No,1950-07-16,75,0.05
Laia,Ferrer Romero,Espanya,Sevilla,25,8,1951,Dona,1368.15,1.0,,Grup A,Laia Ferrer Romero,True,Sí,1951-08-25,74,0.05
Marc,Martínez García,Espanya,Sevilla,12,3,1965,Home,1664.25,,1.0,Grup A,Marc Martínez García,True,No,1965-03-12,61,0.05
Clara,Romero,Espanya,Sevilla,23,3,1999,Dona,795.9,,1.0,Grup A,Clara Romero,True,No,1999-03-23,27,0.05
Carla,Ferrer Castells,Espanya,Sevilla,2,8,1957,Dona,1145.55,1.0,,Grup A,Carla Ferrer Castells,True,Sí,1957-08-02,68,0.05
Arnau,Sánchez Sánchez,Espanya,Sevilla,5,7,1974,Home,1559.25,,1.0,Grup A,Arnau Sánchez Sánchez,True,No,1974-07-05,51,0.05
Marc,Castells,Espanya,Sevilla,20,9,1970,Home,1163.4,1.0,,Grup A,Marc Castells,True,Sí,1970-09-20,55,0.05
Joan,Ferrer,Espanya,Sevilla,19,12,1970,,1062.6,,1.0,Grup A,Joan Ferrer,True,No,1970-12-19,55,0.05
Eva,Ferrer,Espanya,Sevilla,4,11,1990,Dona,1433.25,1.0,,Grup A,Eva Ferrer,True,Sí,1990-11-04,35,0.05
Pau,Sánchez,Espanya,Sevilla,1,2,1953,Home,1088.85,,1.0,Grup A,Pau Sánchez,True,No,1953-02-01,73,0.05
Joan,Ferrer,Espanya,Sevilla,2,2,1964,Home,1273.65,,1.0,Grup A,Joan Ferrer,True,No,1964-02-02,62,0.05
Jordi,García López,Espanya,Sevilla,6,6,1971,Home,1311.45,1.0,,Grup A,Jordi García López,True,Sí,1971-06-06,54,0.05
Marta,Martínez,Espanya,Sevilla,17,7,2000,Dona,1256.85,,1.0,Grup A,Marta Martínez,True,No,2000-07-17,25,0.05
Oriol,Martínez,Espanya,Sevilla,23,12,1991,Home,843.15,1.0,,Grup A,Oriol Martínez,True,Sí,1991-12-23,34,0.05
Carla,López Romero,Espanya,Sevilla,22,4,1954,Dona,1231.65,1.0,,Grup A,Carla López Romero,True,Sí,1954-04-22,72,0.05
Marc,López,Espanya,Sevilla,23,1,1965,Home,884.1,1.0,,Grup A,Marc López,True,Sí,1965-01-23,61,0.05
Laia,Ferrer,Espanya,Sevilla,18,6,1988,Dona,994.35,,1.0,Grup A,Laia Ferrer,True,No,1988-06-18,37,0.05
Jordi,García Martínez,Espanya,Sevilla,7,2,1974,Home,812.7,1.0,,Grup A,Jordi García Martínez,True,Sí,1974-02-07,52,0.05
Anna,Ferrer Romero,Espanya,Sevilla,24,1,2005,Dona,753.9,,1.0,Grup A,Anna Ferrer Romero,True,No,2005-01-24,21,0.05
Núria,López,Espanya,Sevilla,7,6,1956,Dona,1379.7,,1.0,Grup A,Núria López,True,No,1956-06-07,69,0.05
Pau,Ferrer,Espanya,Sevilla,23,2,1996,Home,1582.35,1.0,,Grup A,Pau Ferrer,True,Sí,1996-02-23,30,0.05
Clara,López García,Espanya,Sevilla,18,8,1955,Dona,1037.4,,1.0,Grup A,Clara López García,True,No,1955-08-18,70,0.05
Toni,Castells,Espanya,Sevilla,11,5,2004,Home,1420.65,,1.0,Grup A,Toni Castells,True,No,2004-05-11,22,0.05
Arnau,García,Espanya,Sevilla,10,9,1966,,1291.5,,1.0,Grup A,Arnau García,True,No,1966-09-10,59,0.05
Eva,Sánchez,Espanya,Sevilla,28,6,1958,Altres,738.15,,1.0,Grup A,Eva Sánchez,True,No,1958-06-28,67,0.05
Jordi,López,Espanya,Sevilla,18,2,1998,Home,922.95,,1.0,Grup A,Jordi López,True,No,1998-02-18,28,0.05
Jordi,García Ferrer,Espanya,Sevilla,21,8,1959,Home,1140.3,1.0,,Grup A,Jordi García Ferrer,True,Sí,1959-08-21,66,0.05
Anna,Martínez,Espanya,Sevilla,24,2,1973,Dona,1212.75,,1.0,Grup A,Anna Martínez,True,No,1973-02-24,53,0.05
Joan,López,Espanya,Sevilla,12,8,1992,Home,1025.85,,1.0,Grup A,Joan López,True,No,1992-08-12,33,0.05
Oriol,Castells,Espanya,Sevilla,27,3,1998,Home,1642.2,1.0,,Grup A,Oriol Castells,True,Sí,1998-03-27,28,0.05
Marta,Sánchez,Espanya,Sevilla,17,3,1999,Dona,1458.45,,1.0,Grup A,Marta Sánchez,True,No,1999-03-17,27,0.05
Oriol,Martínez,Espanya,Sevilla,22,7,1977,Home,1415.4,1.0,,Grup A,Oriol Martínez,True,Sí,1977-07-22,48,0.05
Eva,López Castells,Espanya,Sevilla,4,12,2004,,917.7,1.0,,Grup A,Eva López Castells,True,Sí,2004-12-04,21,0.05
Marc,Castells,Espanya,Sevilla,24,3,1974,Home,1058.4,,1.0,Grup A,Marc Castells,True,No,1974-03-24,52,0.05
Anna,Sánchez,Espanya,Sevilla,17,7,1971,Dona,805.35,1.0,,Grup A,Anna Sánchez,True,Sí,1971-07-17,54,0.05
Clara,Ferrer Castells,Espanya,Sevilla,25,7,1998,Dona,1462.65,,1.0,Grup A,Clara Ferrer Castells,True,No,1998-07-25,27,0.05
Pau,Ferrer,Espanya,Sevilla,6,3,1997,Home,1499.4,,1.0,Grup A,Pau Ferrer,True,No,1997-03-06,29,0.05
Toni,Romero,Espanya,Sevilla,26,9,1952,,1283.1,1.0,,Grup A,Toni Romero,True,Sí,1952-09-26,73,0.05
Núria,García Castells,Espanya,Sevilla,23,12,1986,Dona,1321.95,,1.0,Grup A,Núria García Castells,True,No,1986-12-23,39,0.05
Toni,López,Espanya,Sevilla,20,10,1950,,1614.9,,1.0,Grup A,Toni López,True,No,1950-10-20,75,0.05
Joan,García,Espanya,Sevilla,11,4,1959,Home,1019.55,,1.0,Grup A,Joan García,True,No,1959-04-11,67,0.05
Carla,García,Espanya,València,24,12,1957,Dona,989.1,,1.0,Grup A,Carla García,True,No,1957-12-24,68,0.05
Núria,Ferrer Romero,Espanya,València,6,2,2003,,1318.8,,1.0,Grup A,Núria Ferrer Romero,True,No,2003-02-06,23,0.05
Joan,López,Espanya,València,1,2,1952,Home,1577.1,,1.0,Grup A,Joan López,True,No,1952-02-01,74,0.05
Oriol,García,Espanya,València,12,6,2002,Home,1352.4,1.0,,Grup A,Oriol García,True,Sí,2002-06-12,23,0.05
Jordi,Sánchez,Espanya,València,19,6,1984,Home,1305.15,1.0,,Grup A,Jordi Sánchez,True,Sí,1984-06-19,41,0.05
Eva,Romero,Espanya,València,16,4,1985,Dona,1130.85,1.0,,Grup A,Eva Romero,True,Sí,1985-04-16,41,0.05
Toni,Romero,Espanya,València,26,11,1991,Home,1445.85,1.0,,Grup A,Toni Romero,True,Sí,1991-11-26,34,0.05
Marc,García Ferrer,Espanya,València,16,8,1998,Home,1252.65,,1.0,Grup A,Marc García Ferrer,True,No,1998-08-16,27,0.05
Clara,Sánchez Castells,Espanya,València,19,3,1972,Dona,1213.8,,1.0,Grup A,Clara Sánchez Castells,True,No,1972-03-19,54,0.05
Carla,Ferrer López,Espanya,València,2,4,1984,Dona,1569.75,1.0,,Grup A,Carla Ferrer López,True,Sí,1984-04-02,42,0.05
Marta,García Sánchez,Espanya,València,3,2,1962,Dona,1176.0,1.0,,Grup A,Marta García Sánchez,True,Sí,1962-02-03,64,0.05
Clara,Ferrer,Espanya,València,14,12,2002,Dona,1027.95,1.0,,Grup A,Clara Ferrer,True,Sí,2002-12-14,23,0.05
Jordi,López,Espanya,València,1,5,1996,Home,1384.95,1.0,,Grup A,Jordi López,True,Sí,1996-05-01,30,0.05
Clara,Ferrer García,Espanya,València,26,1,1957,Dona,730.8,1.0,,Grup A,Clara Ferrer García,True,Sí,1957-01-26,69,0.05
Pau,Ferrer García,Espanya,València,14,9,1984,Home,1332.45,1.0,,Grup A,Pau Ferrer García,True,Sí,1984-09-14,41,0.05
Oriol,Romero Castells,Espanya,València,25,4,1970,Home,1539.3,,1.0,Grup A,Oriol Romero Castells,True,No,1970-04-25,56,0.05
Eva,García,Espanya,València,28,9,1950,Dona,793.8,,1.0,Grup A,Eva García,True,No,1950-09-28,75,0.05
Joan,Martínez Martínez,Espanya,València,1,2,1960,Home,1060.5,,1.0,Grup A,Joan Martínez Martínez,True,No,1960-02-01,66,0.05
Jordi,Romero Romero,Espanya,València,11,6,1984,Home,1020.6,,1.0,Grup A,Jordi Romero Romero,True,No,1984-06-11,41,0.05
Marta,Romero Castells,Espanya,València,12,12,1988,Dona,876.75,,1.0,Grup A,Marta Romero Castells,True,No,1988-12-12,37,0.05
Toni,García Ferrer,Espanya,València,22,9,1988,Home,1068.9,,1.0,Grup A,Toni García Ferrer,True,No,1988-09-22,37,0.05
Toni,Romero,Espanya,València,17,2,2003,Home,1705.2,1.0,,Grup A,Toni Romero,True,Sí,2003-02-17,23,0.05
Jordi,López,Espanya,València,24,10,1954,Home,1107.75,,1.0,Grup A,Jordi López,True,No,1954-10-24,71,0.05
Clara,López García,Espanya,València,13,10,1988,Dona,866.25,1.0,,Grup A,Clara López García,True,Sí,1988-10-13,37,0.05
Laia,Martínez López,Espanya,València,17,5,1976,Dona,1237.95,1.0,,Grup A,Laia Martínez López,True,Sí,1976-05-17,50,0.05
Anna,Romero,Espanya,València,17,11,1976,Dona,1350.3,,1.0,Grup A,Anna Romero,True,No,1976-11-17,49,0.05
Núria,Romero Castells,Espanya,València,10,4,1996,,814.8,,1.0,Grup A,Núria Romero Castells,True,No,1996-04-10,30,0.05
Núria,Romero,Espanya,València,11,6,1951,Dona,747.6,,1.0,Grup A,Núria Romero,True,No,1951-06-11,74,0.05
Pau,Martínez López,Espanya,València,19,12,1994,Home,1572.9,,1.0,Grup A,Pau Martínez López,True,No,1994-12-19,31,0.05
Laia,Romero,Espanya,València,18,7,1950,Dona,1057.35,,1.0,Grup A,Laia Romero,True,No,1950-07-18,75,0.05
Pau,Sánchez,Espanya,València,26,5,1954,Home,1481.55,,1.0,Grup A,Pau Sánchez,True,No,1954-05-26,72,0.05
Eva,García Ferrer,Espanya,València,22,2,1991,Dona,698.25,1.0,,Grup A,Eva García Ferrer,True,Sí,1991-02-22,35,0.05
Toni,Castells,Espanya,València,1,5,1960,Home,1715.7,1.0,,Grup A,Toni Castells,True,Sí,1960-05-01,66,0.05
Clara,Martínez Romero,Espanya,València,9,7,1973,Dona,1118.25,1.0,,Grup A,Clara Martínez Romero,True,Sí,1973-07-09,52,0.05
Arnau,Romero,Espanya,València,24,6,1976,Home,810.6,,1.0,Grup A,Arnau Romero,True,No,1976-06-24,49,0.05
Jordi,Martínez Ferrer,Espanya,València,18,2,1972,Altres,816.9,,1.0,Grup A,Jordi Martínez Ferrer,True,No,1972-02-18,54,0.05
Clara,Sánchez Castells,Espanya,València,6,10,1973,Dona,1225.35,,1.0,Grup A,Clara Sánchez Castells,True,No,1973-10-06,52,0.05
Núria,Castells,Espanya,València,16,2,2001,Dona,936.6,,1.0,Grup A,Núria Castells,True,No,2001-02-16,25,0.05
Marta,Martínez Ferrer,Espanya,València,2,11,2001,Dona,846.3,,1.0,Grup A,Marta Martínez Ferrer,True,No,2001-11-02,24,0.05
Jordi,Ferrer Martínez,Espanya,València,12,11,1981,Home,1747.2,,1.0,Grup A,Jordi Ferrer Martínez,True,No,1981-11-12,44,0.05
Oriol,Castells Ferrer,Espanya,València,14,10,1959,Home,1654.8,1.0,,Grup A,Oriol Castells Ferrer,True,Sí,1959-10-14,66,0.05
Carla,López,Espanya,València,27,6,1972,Dona,957.6,,1.0,Grup A,Carla López,True,No,1972-06-27,53,0.05
Marc,Romero,Espanya,València,8,6,1957,Home,832.65,1.0,,Grup A,Marc Romero,True,Sí,1957-06-08,68,0.05
Oriol,Martínez,Espanya,València,17,7,1951,Home,1672.65,,1.0,Grup A,Oriol Martínez,True,No,1951-07-17,74,0.05
Marta,Sánchez,Espanya,València,28,10,1980,Dona,1424.85,1.0,,Grup A,Marta Sánchez,True,Sí,1980-10-28,45,0.05
Carla,López,Espanya,València,4,6,1994,Dona,1043.7,1.0,,Grup A,Carla López,True,Sí,1994-06-04,31,0.05
Oriol,Martínez Sánchez,Espanya,València,3,9,1969,Home,1274.7,1.0,,Grup A,Oriol Martínez Sánchez,True,Sí,1969-09-03,56,0.05
Carla,Castells López,Espanya,València,17,10,1966,Dona,1085.7,,1.0,Grup A,Carla Castells López,True,No,1966-10-17,59,0.05
Clara,García López,Espanya,València,21,1,1983,Dona,1156.05,1.0,,Grup A,Clara García López,True,Sí,1983-01-21,43,0.05
Eva,Martínez,Espanya,València,4,12,1970,Dona,1299.9,,1.0,Grup A,Eva Martínez,True,No,1970-12-04,55,0.05
Carla,Sánchez,Espanya,València,10,6,1981,Dona,754.95,1.0,,Grup A,Carla Sánchez,True,Sí,1981-06-10,44,0.05
Joan,García,Espanya,València,1,4,1977,Home,1670.55,1.0,,Grup A,Joan García,True,Sí,1977-04-01,49,0.05
Núria,García,Espanya,València,11,4,1993,Dona,838.95,,1.0,Grup A,Núria García,True,No,1993-04-11,33,0.05
Eva,García,Espanya,València,22,6,1993,Dona,1516.2,,1.0,Grup A,Eva García,True,No,1993-06-22,32,0.05
Oriol,Sánchez García,Espanya,València,21,5,1993,Home,939.75,,1.0,Grup A,Oriol Sánchez García,True,No,1993-05-21,33,0.05
Arnau,Romero Martínez,Espanya,València,7,5,1962,Home,1307.25,1.0,,Grup A,Arnau Romero Martínez,True,Sí,1962-05-07,64,0.05
Marc,Sánchez Ferrer,Espanya,València,1,4,1998,Home,1016.4,,1.0,Grup A,Marc Sánchez Ferrer,True,No,1998-04-01,28,0.05
Anna,Sánchez,Espanya,València,5,6,1988,Dona,1013.25,,1.0,Grup A,Anna Sánchez,True,No,1988-06-05,37,0.05
